,GroupID,SessionID,LocationID,record_id,recording,start_time,end_time,latitude,longitude,Traffic,Other,Human,Natural,Pleasant,Eventful,pleasant,chaotic,vibrant,uneventful,calm,annoying,eventful,monotonous,overall,appropriateness,loudness,sss04,sss05,who01,who02,who03,who04,who05,WHO_sum,Age,Gender,occ00___1,occ00___2,occ00___3,occ00___4,occ00___5,occ00___6,occ00_other,edu00,eth00,eth00_other,misc00,misc01,misc03,misc03_other,use00,uni00,res00___1,res00___2,res00___3,res00___4,res00___5,res02,paper,language,Lockdown,FS_M0,FS_nrmse0,FS,FS_5,FS_10,FS_50,FS_90,FS_95,FS_Min,FS_Max,FS_5_FS_95,FS_10_FS_90,FS_Max_FS_Min,LAeq_M0,LAeq_nrmse0,LAeq,LAeq_5,LAeq_10,LAeq_50,LAeq_90,LAeq_95,LAeq_Min,LAeq_Max,LAeq_5_LAeq_95,LAeq_10_LAeq_90,LAeq_Max_LAeq_Min,N_M0,N_nrmse0,N_M1,N_nrmse1,N_M2,N_nrmse2,N_5,N_10,N_50,N_90,N_95,N_Min,N_Max,N_5_N_95,N_10_N_90,N_Max_N_Min,R_M0,R_nrmse0,R,R_5,R_10,R_50,R_90,R_95,R_Min,R_Max,R_5_R_95,R_10_R_90,R_Max_R_Min,S_M0,S_nrmse0,S_M1,S_nrmse1,S_M2,S_nrmse2,S,S_5,S_10,S_50,S_90,S_95,S_Min,S_Max,S_5_S_95,S_10_S_90,S_Max_S_Min,SIL_M0,SIL_nrmse0,SIL_5,SIL_10,SIL_50,SIL_90,SIL_95,SIL_Min,SIL_Max,SIL_5_SIL_95,SIL_10_SIL_90,SIL_Max_SIL_Min,T_M0,T_nrmse0,T_5,T_10,T_50,T_90,T_95,T_Min,T_Max,T_5_T_95,T_10_T_90,SpectralCentroid,MaxFreq,25,31,40,50,63,80,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,10000,12500,16000,20000,PeakSpectralCentroid,PeakMaxFreq,Peak_25,Peak_31,Peak_40,Peak_50,Peak_63,Peak_80,Peak_100,Peak_125,Peak_160,Peak_200,Peak_250,Peak_315,Peak_400,Peak_500,Peak_630,Peak_800,Peak_1000,Peak_1250,Peak_1600,Peak_2000,Peak_2500,Peak_3150,Peak_4000,Peak_5000,Peak_6300,Peak_8000,Peak_10000,Peak_12500,Peak_16000,Peak_20000,I_M0,I_nrmse0,I,I_5,I_10,I_50,I_90,I_95,I_Min,I_Max,I_5_I_95,I_10_I_90,I_Max_I_Min,LCeq_M0,LCeq_nrmse0,LCeq,LCeq_5,LCeq_10,LCeq_50,LCeq_90,LCeq_95,LCeq_Min,LCeq_Max,LCeq_5_LCeq_95,LCeq_10_LCeq_90,LCeq_Max_LCeq_Min,LZeq_M0,LZeq_nrmse0,LZeq,LZeq_5,LZeq_10,LZeq_50,LZeq_90,LZeq_95,LZeq_Min,LZeq_Max,LZeq_5_LZeq_95,LZeq_10_LZeq_90,LZeq_Max_LZeq_Min,THD_M0,THD_nrmse0,THD_5,THD_10,THD_50,THD_90,THD_95,THD_Min,THD_Max,THD_5_THD_95,THD_10_THD_90,THD_Max_THD_Min
540,PL429,PancrasLock4,PancrasLock,,14-22_45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.976197031,22.42802581,0.00403,0.00749,0.00703,0.00322,0.00226,0.00217,0.00172,0.00967,0.00532,0.00477,0.00795,-2.024614439,11.12977375,54.22,55.81,55.19,53.99,53.29,53.11,52.7,58.74,2.7,1.9,6.04,-2.366397823,39.10536,-2.484947285,12.25814106,-1.26987447,4.079148523,10.3,10,9.48,9.01,8.89,8.44,11.8,1.41,0.99,3.36,-2.010315985,26.34429486,0.0237,0.0327,0.03,0.0229,0.0182,0.017,0.013,0.0572,0.0157,0.0118,0.0442,-2.530114123,17.58200634,-2.657250699,17.59251866,-0.683264871,8.370693776,1.95,2.01,2,1.95,1.9,1.89,1.82,2.31,0.12,0.1,0.49,-2.0942721,11.67460323,48.32,47.88,46.88,46.26,46.12,45.7,49.56,2.2,1.62,3.86,-3.655765497,94.51153286,0.121,0.0737,0.0198,0.00443,0.00202,0,0.609,0.11898,0.06927,2049.5,25,52.71,51.11,50.34,49.37,49.09,46.83,47.38,46.56,49.01,49.09,47.35,45.44,45.24,46.27,47.22,46.58,44.5,42.46,41.98,42.41,40.29,36.12,36.46,32.73,30.88,29.43,25.9,23.87,20.54,12.71,2481.35,25,68.35,67.43,65.64,60.41,59.32,55.73,54.74,53.96,55.37,55.12,53.21,50.66,52.32,54.1,57.56,52.09,51,48.79,56.23,57.37,45.53,44.41,47.02,37.86,36.93,37.11,34.69,36.04,37.62,34.66,-3.107365329,27.05369083,0.304,0.383,0.354,0.298,0.256,0.245,0.222,0.508,0.138,0.098,0.286,-1.959670952,10.1809775,60.52,62.86,61.99,59.99,58.92,58.7,57.91,69.37,4.16,3.07,11.46,-2.368687125,310.6004761,65.5,69.15,67.77,62.47,60.94,60.63,59.38,80.05,8.52,6.83,20.67,-0.57800296,3.290502272,4.17,3.08,0.5,-1.2,-1.82,-5.31,5.87,5.99,4.28,11.18
541,PL430,PancrasLock4,PancrasLock,,14-23_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.983228778,24.666219,0.00267,0.00355,0.0034,0.00256,0.00212,0.00204,0.00194,0.00398,0.00151,0.00128,0.00204,-1.934781279,11.36828276,56.35,57.08,56.77,56.3,55.87,55.77,54.91,59.42,1.31,0.9,4.51,-2.229122807,16.95026013,-2.360342538,11.92884716,-0.801146818,4.894631842,12,11.9,11.4,11.1,11,10.5,13.7,1,0.8,3.2,-2.193983406,28.00892148,0.0237,0.0306,0.0288,0.0234,0.0187,0.0176,0.0149,0.0482,0.013,0.0101,0.0333,-2.662040966,17.57612382,-2.796317205,17.55236663,-0.273368094,7.745816015,2.19,2.24,2.23,2.19,2.15,2.14,2.04,3.13,0.1,0.08,1.09,-1.864077012,11.68899512,49.98,49.83,49.38,48.95,48.86,48.54,51.26,1.12,0.88,2.72,-3.606855222,35.47967197,0.0533,0.0411,0.0145,0.00337,0.00136,0,0.696,0.05194,0.03773,2293.07,200,48.14,48.1,48.25,47.69,47.94,48.41,48.52,49.27,51.37,52.27,50.98,49.39,47.3,47.31,48.11,47.5,46.46,44.67,43.87,44.84,44.48,40.34,40.14,37.26,36.77,34.43,31.69,29.73,26.62,16.25,2442.01,6300,56.61,56.5,56.76,56.2,56.28,58.89,58.89,56.87,58.18,58.38,57.54,55.85,52.57,52.22,53.97,52.5,51.63,58.95,50.15,49.67,48.21,44.54,43.58,43.7,59.24,48.41,34.18,37.34,29.02,26.07,-2.004066986,22.20166491,0.293,0.346,0.327,0.288,0.255,0.245,0.199,0.653,0.101,0.072,0.454,-1.729902203,10.27482101,61.37,61.99,61.82,61.32,60.89,60.76,59.96,63.7,1.23,0.93,3.74,-1.853564869,10.04619491,62.54,63.39,63.11,62.48,61.89,61.74,60.93,64.96,1.65,1.22,4.03,-0.277384331,3.279721001,5.82,5.34,1.64,0.23,-0.05,-1.53,6.93,5.87,5.11,8.46
542,PL431,PancrasLock4,PancrasLock,,14-23_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-2.097109878,24.30933265,0.00388,0.0052,0.00487,0.0038,0.00301,0.00277,0.00242,0.00708,0.00243,0.00186,0.00466,-1.751439154,11.1567649,64.5,64.98,64.82,64.49,64.16,64.04,63.32,65.6,0.94,0.66,2.28,-2.272132823,92.29531936,-2.419157061,11.03087845,0.036334141,4.105251861,20,19.8,19.1,18.5,18.3,17.3,21.3,1.7,1.3,4,-2.370212923,28.50819178,0.0294,0.0397,0.0368,0.0287,0.0232,0.022,0.0163,0.0522,0.0177,0.0136,0.0359,-2.425820879,17.24699569,-2.550011651,17.26117237,-0.526213695,8.509712708,2.7,2.76,2.75,2.7,2.65,2.64,2.58,2.84,0.12,0.1,0.26,-1.777720926,11.30197248,58.31,58.16,57.83,57.55,57.44,56.28,59.01,0.87,0.61,2.73,-3.627959383,72.03871161,0.0988,0.0712,0.0233,0.00543,0.00258,0,0.464,0.09622,0.06577,2753.71,800,50.86,50.1,50.06,49.42,49.04,50.08,51.62,53.34,56.76,55.58,56.01,53.25,54.25,54.56,56.18,57.2,54.31,52.05,50.63,51.4,52.04,50.01,48.81,45.54,45.68,44.11,42.92,42.99,41.14,32.54,2618.79,25,64.57,62.37,60.58,56.6,56.82,58.3,59.17,60.78,63.56,62.61,62.99,60.98,62.5,62.09,62.59,62.82,61.19,56.65,57.53,59.12,55.14,53.42,51.57,47.55,47.78,45.83,44.76,45.16,44.36,34.72,-1.900737894,21.04338796,0.308,0.366,0.351,0.307,0.27,0.261,0.224,0.437,0.105,0.081,0.213,-1.80537503,10.76954177,67.17,67.8,67.64,67.16,66.67,66.5,65.73,68.39,1.3,0.97,2.66,-2.23865404,14.62992093,68.36,70.12,69.08,68.01,67.45,67.27,66.21,75.16,2.85,1.63,8.95,-0.317864537,3.211193033,6.37,5.98,4.18,0.62,0.46,0.13,7.83,5.91,5.36,7.7
543,PL432,PancrasLock4,PancrasLock,,14-24_47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-2.293585134,23.09760033,0.00649,0.0167,0.0127,0.00474,0.0026,0.00247,0.00224,0.0234,0.01423,0.0101,0.02116,-2.182471306,11.63315001,57.44,59.06,58.41,57.17,56.49,56.36,55.98,62.08,2.7,1.92,6.1,-2.399896477,189.7365927,-2.507410425,11.61598833,-0.63872038,2.97521626,12.9,12.3,11.6,11.1,11,10.4,17.2,1.9,1.2,6.8,-2.305792768,28.26596893,0.0259,0.0362,0.0322,0.0246,0.0192,0.0182,0.0114,0.11,0.018,0.013,0.0986,-2.754102803,17.57532304,-2.881090324,17.28747334,-0.721040479,6.826465372,2.08,2.19,2.12,2.07,2.02,2.01,1.92,2.7,0.18,0.1,0.78,-2.213022963,12.01231949,52.22,51.47,49.91,49.34,49.2,48.69,55.6,3.02,2.13,6.91,-3.390799984,22.0987379,0.126,0.0905,0.024,0.00449,0.00205,0,0.381,0.12395,0.08601,2227.99,40,50.1,54.65,54.96,52.22,50.13,50.21,48.02,49.35,51.81,51.35,48.92,46.71,46.94,47.73,49.4,49.96,48.35,47.15,46.46,44.97,43.36,41.32,40.15,35.93,34.42,33.67,30.71,28.8,26.2,16.72,2621.79,31.5,58.8,62.21,62.17,58.99,57.8,58.84,55.12,57.84,58.56,59.38,57.96,53.76,59,58.75,60.58,58.51,55.39,53.3,53.94,51.84,51.88,52.8,57.66,50.32,41.31,50.35,44.25,41.58,41.77,31.66,-2.178212587,23.22422571,0.313,0.5,0.385,0.29,0.249,0.241,0.202,0.856,0.259,0.136,0.654,-1.788875564,9.919390885,62.7,64.09,63.83,62.54,61.51,61.33,59.86,65.28,2.76,2.32,5.42,-1.839262586,9.779097724,64.08,65.76,65.33,63.93,62.69,62.44,61.51,66.92,3.32,2.64,5.41,-0.772147094,3.387252965,3.73,3.03,0.56,-2.21,-3.04,-6.43,7.11,6.77,5.24,13.54
544,PL433,PancrasLock4,PancrasLock,,14-25_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.878548798,21.47640788,0.0047,0.011,0.00886,0.00376,0.00251,0.00234,0.00213,0.0142,0.00866,0.00635,0.01207,-2.033847893,10.73895944,54.8,56.55,55.9,54.33,53.27,53.04,52.4,62.4,3.51,2.63,10,-2.340994062,46.94836383,-2.426799093,11.94094521,-0.822558444,2.739645474,10.4,10,9.35,8.81,8.68,8.03,14.9,1.72,1.19,6.87,-2.121796709,27.15787808,0.0259,0.0363,0.0328,0.025,0.0188,0.0177,0.0118,0.0908,0.0186,0.014,0.079,-2.48195237,17.12534912,-2.577324665,17.1347602,-0.968000412,7.059563572,1.91,2,1.97,1.91,1.84,1.81,1.59,2.43,0.19,0.13,0.84,-2.140534588,11.47614103,48.81,48.28,46.99,46.21,45.97,45.53,51.96,2.84,2.07,6.43,-3.786533729,439.9045359,0.173,0.111,0.0188,0.00387,0.00193,0,0.453,0.17107,0.10713,2017.71,40,49.04,49.76,50.02,49.35,49.19,47.8,46.08,46.88,47.78,47.3,45.8,45.45,46.01,46.57,47.75,47.94,46.12,43.85,41.27,39.63,38.46,36.84,35.97,32.02,30.08,28.8,24.87,22.76,20.84,11.3,2442.83,80,58.26,57.83,57.78,56.49,61.58,64.72,61.66,57.96,55.6,54.72,52.63,56.84,60.16,57.92,59.56,57.02,55.31,51.58,49.3,46.89,46.72,45.93,49.64,41.8,38.42,44.03,38.11,35.73,41.51,24.89,-2.214010875,23.54318544,0.338,0.487,0.436,0.314,0.268,0.256,0.231,0.829,0.231,0.168,0.598,-1.988739565,10.3805131,59.91,61.52,60.95,59.55,58.58,58.23,57.08,66.18,3.29,2.37,9.1,-2.024037279,10.88998397,61.53,63.48,62.76,61.24,60.08,59.76,58.41,66.61,3.72,2.68,8.2,-0.43543986,3.408045081,3.62,2.81,0.9,-0.82,-1.41,-3.39,6.1,5.03,3.63,9.49
545,PL434,PancrasLock4,PancrasLock,,14-26_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.89625915,21.69792277,0.0039,0.00759,0.00616,0.00342,0.00249,0.00234,0.00203,0.0108,0.00525,0.00367,0.00877,-1.984837081,10.57881114,53.13,54.85,54.57,53.22,50.66,50.45,48.37,57.19,4.4,3.91,8.82,-2.401640895,66.27808089,-2.508396407,12.3394135,-1.480320152,3.865282909,9.05,8.82,8.19,7.36,7.22,6.63,10.6,1.83,1.46,3.97,-1.918988848,24.57220196,0.0258,0.0356,0.0318,0.0247,0.0192,0.018,0.0128,0.115,0.0176,0.0126,0.1022,-2.461733929,17.12537879,-2.551078082,17.13521865,-1.805069767,7.229970832,1.66,1.79,1.73,1.64,1.59,1.58,1.51,2.32,0.21,0.14,0.81,-2.025551511,10.83556206,46.6,46.2,45.17,43.15,42.97,40.96,48.43,3.63,3.05,7.47,-3.727523739,865.1415274,0.256,0.155,0.0437,0.0102,0.00607,0,0.684,0.24993,0.1448,1929.31,50,51.28,50.93,52.55,53.7,51.41,46.18,45.01,46.29,46.99,47.01,44.45,43.65,43.92,45.09,47.1,47.12,44.17,40.8,39.79,38.65,36.54,33.69,32.32,28.01,25.16,23.29,21.05,19.22,19.01,14.92,2445.87,25,62.07,60.57,60.94,61.54,61.32,58.75,53.84,55.01,54.4,54.99,50.95,50.83,50,51.58,55.78,54.63,50.64,45.7,47.41,49.22,44.53,40.67,41.67,37.79,37.3,34.94,34.5,36.88,34.8,31.23,-1.937026682,20.65037938,0.345,0.706,0.405,0.31,0.268,0.26,0.226,1.04,0.446,0.137,0.814,-1.97365159,10.37298796,60.49,62.14,61.67,60.32,59.12,58.83,57.82,64.81,3.31,2.55,6.99,-2.132190001,24.37152852,63.37,65.64,65.06,63.01,61.45,61.15,60.04,68.56,4.49,3.61,8.52,-0.221502112,3.130010971,2.55,2,0.31,-1.32,-1.8,-3.89,5.34,4.35,3.32,9.23
546,PL435,PancrasLock4,PancrasLock,,14-27_53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-2.017063803,18.95332358,0.00757,0.0415,0.027,0.00321,0.00221,0.00201,0.00176,0.0616,0.03949,0.02479,0.05984,-2.130909842,19.72258401,55.28,57.67,56.78,54.59,49.58,49.41,48.94,70.43,8.26,7.2,21.49,-2.590395885,1846.366577,-2.703968051,12.0223604,-2.093507663,25.95444833,10.7,10.1,8.6,6.61,6.5,6.14,19.6,4.2,3.49,13.46,-3.708355954,32.04391118,0.0266,0.0362,0.0337,0.0253,0.0198,0.0187,0.0134,0.123,0.0175,0.0139,0.1096,-2.687885621,17.61286778,-2.758644455,17.56860019,-1.61822716,5.664160795,1.52,1.7,1.59,1.49,1.45,1.43,1.35,2.55,0.27,0.14,1.2,-2.149074742,13.63849127,49.93,48.91,46.39,41.62,41.47,41.15,56.91,8.46,7.29,15.76,-3.527202466,51.70423994,0.192,0.129,0.0397,0.00881,0.00479,0,0.592,0.18721,0.12019,2017.55,63,49.8,49.75,50.88,52.06,52.61,50.28,47.52,46.41,46.27,45.77,44.78,44.96,45.89,48.8,49.59,48.85,45.41,42.46,41.64,39.91,38.59,33.51,30.5,26.1,24.14,23.72,21.95,22.62,22.31,17.47,2459.88,630,58.41,58.81,58.65,61.49,65.28,64.56,65.9,62.24,57.11,59.57,62.37,61.72,59.68,70.19,72.51,68.99,61.74,57.4,56.99,51.18,47.68,43.17,40.58,39.43,40.4,41.19,40.05,41.53,40.06,35.52,-2.172984627,23.14519399,0.33,0.61,0.409,0.296,0.254,0.245,0.202,1.17,0.365,0.155,0.968,-2.124195565,17.22204846,60.92,64.34,62.13,59.89,57.97,57.58,56.5,73.16,6.76,4.16,16.66,-2.072700252,15.45105156,62.72,65.55,64.1,61.93,60.47,60.1,58.34,73.35,5.45,3.63,15.01,-0.268077868,2.934336803,3.51,2.69,0.49,-1.59,-2.45,-6.36,5.98,5.96,4.28,12.34
547,PL436,PancrasLock4,PancrasLock,,14-27_54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-2.126384211,23.39171234,0.00465,0.00845,0.00685,0.00409,0.00314,0.0028,0.00231,0.0105,0.00565,0.00371,0.00819,-2.038575061,10.58819535,52.69,54.96,54.66,52.25,50.24,49.87,49.25,56.44,5.09,4.42,7.19,-2.447970677,98.49702125,-2.541982561,12.25411402,-1.246582686,3.364477972,9.32,9.04,7.57,6.72,6.57,6.1,10.6,2.75,2.32,4.5,-2.12778292,27.17393023,0.0264,0.0363,0.0335,0.0256,0.0204,0.0192,0.0142,0.0619,0.0171,0.0131,0.0477,-2.718735366,17.7277124,-2.778120499,17.6731433,-0.320096529,4.665352671,1.44,1.63,1.54,1.4,1.35,1.34,1.29,2.46,0.29,0.19,1.17,-2.076209821,10.8153612,47.01,46.52,43.78,41.86,41.5,40.92,48.9,5.51,4.66,7.98,-3.096586056,17.81622216,0.344,0.209,0.044,0.0114,0.00754,0,0.899,0.33646,0.1976,1525.99,25,53.94,53.28,53.46,53.37,52.49,48.95,46.29,45.27,46.48,45.72,46,44.59,44.62,45.61,46.29,45.9,43.73,40.93,39.2,37.55,35.13,33.77,29.58,24.7,24.73,18.15,14.43,10.9,10.32,7.75,1967.97,25,66.51,65.8,65.97,65.71,63.27,57.66,54.92,56.06,53.78,53.07,54.77,52.57,51.45,53.29,52.75,54.19,51.23,49.99,48.99,51.61,45.9,50.93,37.06,36.27,43.1,32.18,32.06,23.07,21.95,14.01,-3.178061469,27.29885162,0.32,0.428,0.388,0.309,0.261,0.249,0.201,0.715,0.179,0.127,0.514,-2.022759214,11.44917516,61.15,64.47,63.32,60.24,58.73,58.42,57.31,67.09,6.05,4.59,9.78,-2.100984792,26.60256424,64.79,69.08,67.54,62.89,60.81,60.45,59.25,74.46,8.63,6.73,15.21,-0.415509951,2.998993715,2.91,2.22,0.11,-2.53,-3.6,-7.37,4.72,6.51,4.75,12.09
548,PL437,PancrasLock4,PancrasLock,,14-28_54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.909285706,19.66075161,0.0122,0.0254,0.0236,0.00789,0.00342,0.00304,0.00268,0.0358,0.02236,0.02018,0.03312,-1.819353175,9.862996713,67.7,72.25,71.76,64.46,56.5,55.79,54.7,73.43,16.46,15.26,18.73,-2.059749465,151.6467059,-2.079462936,9.322312753,-1.900740624,16154.77695,33.8,32.2,21,10,9.65,8.59,38.8,24.15,22.2,30.21,-2.962898017,29.86012973,0.0359,0.0499,0.0458,0.0346,0.0277,0.0257,0.0183,0.0969,0.0242,0.0181,0.0786,-1.918691871,14.01929823,-1.923765132,14.02767722,-1.878531671,5.355099337,2.3,3.39,3.28,2.61,1.29,1.25,1.19,3.79,2.14,1.99,2.6,-1.805419554,10.59641436,64.96,64.22,56.76,46.6,46.23,44.86,66.34,18.73,17.62,21.48,-2.509409545,14.41297777,1.02,0.862,0.343,0.0229,0.0134,0,2.03,1.0066,0.8391,2247.55,80,64.41,63.76,64.22,64.96,66.25,66.38,65.33,64.52,64.07,63.06,64.02,60.93,59.14,59.14,60.3,59.14,56.09,52.59,50.41,52.3,49.25,53.22,54.6,50.91,54.08,48.08,46.43,36.41,27.16,17.37,2527.62,63,76.73,73.26,72.92,77.58,80.61,78.78,77.65,76.26,77.3,74.33,75.83,71.58,67.9,67.2,70.99,68.99,64.83,61.2,59.89,62.26,57.9,67.91,68.08,62.86,64.72,61.17,60.69,47.07,43.13,35.48,-1.876078658,19.97027227,0.39,0.508,0.486,0.386,0.298,0.285,0.25,0.572,0.223,0.188,0.322,-1.941890388,11.71085066,75.52,79.75,79.02,74.01,65,64.56,63.35,82.09,15.19,14.02,18.74,-2.079286005,23.22530727,76.96,80.86,80.14,76.91,67.97,67.27,66.07,84.69,13.59,12.17,18.62,-0.640687009,3.314272016,4.35,3.39,0.03,-2.86,-3.64,-7.65,6.72,7.99,6.25,14.37
549,PL438,PancrasLock4,PancrasLock,,14-29_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.83750221,20.18497214,0.00665,0.0132,0.0118,0.00598,0.00351,0.00311,0.00251,0.014,0.01009,0.00829,0.01149,-1.827022921,9.306556515,68.07,73.45,72.38,64.55,53.96,53.63,52.44,77.79,19.82,18.42,25.35,-2.144917331,90.04131421,-2.172279559,9.939682831,-1.927018171,5467.821232,27.2,25.8,15.2,8.98,8.63,7.51,36.6,18.57,16.82,29.09,-2.044455902,24.68784149,0.0615,0.143,0.104,0.0452,0.0291,0.0265,0.019,0.5,0.1165,0.0749,0.481,-1.985455514,16.07920419,-1.987111215,16.09192685,-1.819555517,5.711053763,1.3,1.79,1.61,1.23,1.15,1.13,1.09,2.14,0.66,0.46,1.05,-1.806952407,9.557089462,61.71,60.46,52.77,44.78,43.84,43.13,64.93,17.87,15.68,21.8,-3.574477374,149.9518893,0.576,0.479,0.196,0.0384,0.0226,0,0.76,0.5534,0.4406,1440.91,25,69.73,68.14,67.97,67.88,66.84,63.54,58.8,61.09,64.96,63.63,62.68,62.33,62.87,62.29,62.02,59.96,58.07,54.27,50.13,47.2,41.95,41.18,39.74,31.7,30.89,24.36,21.53,12.87,9.39,7.6,1837.15,31.5,76.97,76.98,76.88,75.59,75.34,72.7,68.54,72.18,76.23,74.23,74.07,73.45,75.79,73.22,74.95,71.57,69.71,63.89,60.27,55.94,52.88,54.25,55.37,45.73,47.1,40,34.23,33.12,20.5,14.14,-1.89173189,19.30124437,0.38,0.688,0.518,0.334,0.275,0.263,0.215,1.25,0.425,0.243,1.035,-1.857477289,9.677112726,76.62,80.54,79.92,74.97,69.48,67.87,65.49,83.1,12.67,10.44,17.61,-1.983419671,14.04895359,78.98,82.03,81.43,78.86,73.47,72.57,69.38,84.02,9.46,7.96,14.64,-0.899644158,3.579439229,3.04,2.6,-0.8,-7.19,-8.66,-11.16,7.3,11.7,9.79,18.46
550,PL439,PancrasLock4,PancrasLock,,14-29_56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1.907663504,20.36881224,0.0114,0.025,0.0239,0.00899,0.00461,0.00415,0.00359,0.0279,0.02085,0.01929,0.02431,-1.868214027,9.438743097,66.35,70.78,69.62,61.53,57.55,56.39,54.95,79.98,14.39,12.07,25.03,-2.377927342,1070.380146,-2.432659928,10.67236334,-1.729468535,1506.758635,22.4,21.2,12.8,10.4,9.76,8.65,36.6,12.64,10.8,27.95,-2.290063036,26.4490566,0.0796,0.219,0.171,0.0513,0.0336,0.0302,0.0218,0.509,0.1888,0.1374,0.4872,-2.771963225,17.78673271,-2.892830104,17.52387567,-1.173779167,7.024321168,1.21,1.41,1.33,1.19,1.11,1.09,1.01,1.95,0.32,0.22,0.94,-1.980589722,10.53563032,56.34,55.69,49.82,46.98,46.35,45.35,63.06,9.99,8.71,17.71,-2.45064249,15.72665522,0.553,0.45,0.192,0.0579,0.0389,0,0.817,0.5141,0.3921,1548.71,25,67.08,66.39,65.42,62.79,63.78,65.65,60.83,58.19,59.97,60.03,62.52,61.25,60.85,61.84,60.23,59.09,55.29,51.38,46.29,41.78,37.76,32.75,30.82,25.89,23.31,23.83,19.83,17.78,17.43,11.15,2210.54,500,76.36,76.51,75.82,73.03,73.99,78.62,74.12,69.45,70.82,72.28,75.84,74.74,74.69,79.9,76.08,73.29,67.13,62.44,56.04,53.79,51.6,46.23,50.26,44.91,43.22,48.24,41.31,39.25,40.64,29.86,-2.673427968,24.89731919,0.459,0.867,0.723,0.388,0.289,0.271,0.241,1.4,0.596,0.434,1.159,-1.992259474,10.70004329,74.55,80.03,78.34,70.74,66.88,66.35,64.1,85.09,13.68,11.46,20.99,-2.171459476,30.03710291,76.85,81.53,80.64,74.65,69.8,69.08,67.34,85.67,12.45,10.84,18.33,-0.837764737,3.394201469,3.3,2.79,-0.93,-4.33,-5.05,-7.44,5.67,8.35,7.12,13.11
551,RF101,RegentsParkFields1,RegentsParkFields,792,11-37-1,2019-05-31 11:36,2019-05-31 11:39,51.5269203,-0.1297136,3,1,2,2,0.780330086,-0.012563133,5,1,2,1,5,1,3,1,4,4,3,1,5,4,4,3,5,5,84,25,2,1,0,0,0,0,0,,3,1,,,,2,,4,2,1,1,0,0,0,,0,English,1,-2.542180741,21.20598286,0.0392,0.0699,0.0663,0.0361,0.0177,0.0125,0.0105,0.0974,0.0574,0.0486,0.0869,-2.734333992,24797.8396,56.91,61.97,59.94,54.37,51.57,50.77,48.34,71.08,11.2,8.37,22.74,-2.737632093,50082.45883,-2.852887921,11.83452949,-0.624022025,7.018650314,11.5,10.5,8.18,6.84,6.49,5.33,18.4,5.01,3.66,13.07,-3.016604324,30.59805139,0.0288,0.0472,0.0386,0.0261,0.0199,0.0182,0.0131,0.122,0.029,0.0187,0.1089,-2.748362248,21.4765106,-2.854823741,16.0693138,-0.10227073,4.724777967,1.59,2.1,1.92,1.54,1.33,1.29,1.14,3.23,0.81,0.59,2.09,-2.469256478,1297.418982,51.23,49.71,45.67,42.83,42.12,39.62,57.92,9.11,6.88,18.3,-3.243505618,98.31372122,0.458,0.368,0.14,0.0421,0.027,0,1.4,0.431,0.3259,2112.32,63,49.86,51.11,51.71,52.05,52.08,48.28,46.82,46.58,47.22,46.19,48.48,48.84,49.62,49.67,50.84,50.67,46.71,42.8,40.97,38.59,35.95,33.32,32.96,29.56,30.54,30.51,28.51,27.7,24.26,13.59,2668.98,800,58.85,59.37,58.89,61.02,60.33,55.96,54.98,55.39,57.55,57.43,64.47,67.18,64.97,66.2,66.39,73.88,66.16,58.85,56.69,55.62,49.94,48.69,50.45,50.51,52.1,51.89,47.42,47.22,44.7,34.28,-2.084961521,20.72652381,0.567,0.894,0.81,0.523,0.388,0.358,0.214,1.56,0.536,0.422,1.346,-2.362541949,147.4140425,61.92,65.46,64.01,60.88,59.52,59.23,57.64,72.32,6.23,4.49,14.68,-2.220728284,50.95905672,63.39,66.33,65.27,62.71,61.29,60.93,59.19,72.39,5.4,3.98,13.2,-0.270253637,2.870605911,4.09,3.44,1.11,-1.14,-2.01,-5.12,6.58,6.1,4.58,11.7
